Page URL,Actor Name,Image URL,,Trademark,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Ajay Devgn,"https://m.media-amazon.com/images/M/MV5BMTY0MDY2MDMwOV5BMl5BanBnXkFtZTgwNDE4MDM0OTE@._V1_UY317_CR9,0,214,317_AL__QL50.jpg",,"Trademark:
    His Smile                    
",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Aamir Khan,"https://m.media-amazon.com/images/M/MV5BMjAwMjk3NDUzN15BMl5BanBnXkFtZTcwNjI4MTY0NA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,"Trademark:
    Short, yet muscular stature                    
 ",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Manoj Joshi,"https://m.media-amazon.com/images/M/MV5BMDdmMDUzMGUtNjBiYy00ZDdiLTlhZWItYmE3MjNjNGViM2U0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR3,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Abhay Deol,"https://m.media-amazon.com/images/M/MV5BMTU2NzkzODA3OV5BMl5BanBnXkFtZTcwMzk2MDMyOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,"Trademark:
    Has done majority of work with debutant directors; rather unusual and daring in the context of ""star driven"" Hindi film industry",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Chunky Pandey,"https://m.media-amazon.com/images/M/MV5BMTk5NjI3MTEwNF5BMl5BanBnXkFtZTgwMzU2MTMzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Jeetendra,"https://m.media-amazon.com/images/M/MV5BYThkMTY3NDktMDBiNy00NWFhLWIyOWEtNGRkNDRiMGJjMjZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR7,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Manu Rishi Chadha,"https://m.media-amazon.com/images/M/MV5BMmY4YzA5Y2UtYmI2Yi00MzNmLWJmZjQtYTY3YWYyYzBjYWQ3XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY317_CR173,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Manoj Bajpayee,"https://m.media-amazon.com/images/M/MV5BMzUxODk5MmEtZGQxOC00NzUxLWI5YTEtYWFjMjZmZTIwNTA5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR11,0,214,317_AL__QL50.jpg",,"Trademark:
    Often plays man of rural background with strong moral values",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Farooq Shaikh,"https://m.media-amazon.com/images/M/MV5BNzY3ODZmNDctZDA0ZC00NGNmLTgzZmItM2JhMTI4MzM3NTU2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Jackie Shroff,"https://m.media-amazon.com/images/M/MV5BYzczOGViODMtMWY1Yi00ZTAwLTkzZjItYzlmMzU0NmM5YjBmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR23,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Amitabh Bachchan,"https://m.media-amazon.com/images/M/MV5BNTk1OTUxMzIzMV5BMl5BanBnXkFtZTcwMzMxMjI0Nw@@._V1_UY317_CR8,0,214,317_AL__QL50.jpg",,"Trademark:
    His baritone voice",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Dharmendra,"https://m.media-amazon.com/images/M/MV5BMTk0ODU5NjAzMl5BMl5BanBnXkFtZTcwNDYyOTM5NA@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Mukesh Khanna,"https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_UY317_CR136,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Madhubala,"https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Huma Qureshi,"https://m.media-amazon.com/images/M/MV5BMTEwMTkyMDY3OTheQTJeQWpwZ15BbWU4MDE1MjEyMzkx._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Farhan Akhtar,"https://m.media-amazon.com/images/M/MV5BMjA4MjYwNzAzM15BMl5BanBnXkFtZTcwMzUyMTUxNw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,"Trademark:
    His method acting                    
                     ",
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Nassar,"https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Jaspal Bhatti,"https://m.media-amazon.com/images/M/MV5BZGQzZDgxNGMtZTdjYy00NzI3LThlOGItNjdmOTc5ZjQwYjcwXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY317_CR17,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Atul Kulkarni,"https://m.media-amazon.com/images/M/MV5BY2E1ODI1MGUtYWY1ZS00ZDdlLTg0ZDctNWU1NmJhM2UxYzU5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Kalki Koechlin,"https://m.media-amazon.com/images/M/MV5BNzI4NDQyMjU2MF5BMl5BanBnXkFtZTgwMzc4ODEzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Mehmood,"https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR20,0,214,317_AL__QL50.jpg",,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Binnu Dhillon,,,null,
"https://www.imdb.com/list/ls068010962/?sort=list_order,asc&mode=grid&page=1&ref_=nmls_vw_grd",Manjot Singh,"https://m.media-amazon.com/images/M/MV5BNWY2N2E4Y2EtOGI2NS00YjkxLTgwMDAtNGU4MTZjN2RiZjAwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg",,null,
